,year,business_id,personal_id,education_level,age,tenure,first_year_treatment,treatment,base_income
4755,2013,197,433,medium,57,9,2017,0,38989.942911417646
4756,2014,197,433,medium,58,10,2017,0,35905.48470964271
4757,2015,197,433,medium,59,11,2017,0,41961.87915333346
4758,2016,197,433,medium,60,12,2017,0,38569.15540374108
4759,2017,197,433,medium,61,13,2017,1,46843.806970876285
4760,2018,197,433,medium,62,14,2017,1,43360.00280521225
4761,2019,197,433,medium,63,15,2017,1,47737.680261092435
4762,2020,197,433,medium,64,16,2017,1,48243.889215628995
4763,2010,165,434,medium,45,5,2012,0,34768.404144011794
4764,2011,165,434,medium,46,6,2012,0,32511.142956400414
4765,2012,165,434,medium,47,7,2012,1,40499.096379196155
4766,2013,165,434,medium,48,8,2012,1,38133.88763053122
4767,2014,165,434,medium,49,9,2012,1,40494.47348980763
4768,2015,165,434,medium,50,10,2012,1,43558.826201910655
4769,2016,165,434,medium,51,11,2012,1,43593.403854141485
4770,2017,165,434,medium,52,12,2012,1,42530.365885080864
4771,2018,165,434,medium,53,13,2012,1,41050.38684815432
4772,2019,165,434,medium,54,14,2012,1,44791.17542434839
4773,2020,165,434,medium,55,15,2012,1,44038.76247539605
4774,2010,131,435,medium,50,7,2018,0,31259.368803539153
4775,2011,131,435,medium,51,8,2018,0,37965.25965263304
4776,2012,131,435,medium,52,9,2018,0,36851.53433226061
4777,2013,131,435,medium,53,10,2018,0,39804.90249596615
4778,2014,131,435,medium,54,11,2018,0,35709.45896231439
4779,2015,131,435,medium,55,12,2018,0,32046.592373608
4780,2016,131,435,medium,56,13,2018,0,39458.16771669037
4781,2017,131,435,medium,57,14,2018,0,39983.12735336395
4782,2018,131,435,medium,58,15,2018,1,41518.6567447871
4783,2019,131,435,medium,59,16,2018,1,43443.00090826679
4784,2020,131,435,medium,60,17,2018,1,51410.435487439805
4785,2010,186,436,medium,53,8,2015,0,36388.77877169239
4786,2011,186,436,medium,54,9,2015,0,38961.91795275243
4787,2012,186,436,medium,55,10,2015,0,36698.68034526323
4788,2013,186,436,medium,56,11,2015,0,34319.39420229368
4789,2014,186,436,medium,57,12,2015,0,38659.483506408185
4790,2015,186,436,medium,58,13,2015,1,43968.79087942779
4791,2016,186,436,medium,59,14,2015,1,44200.24352266326
4792,2017,186,436,medium,60,15,2015,1,45270.71832898721
4793,2018,186,436,medium,61,16,2015,1,46528.53654329127
4794,2019,186,436,medium,62,17,2015,1,46199.766097492386
4795,2020,186,436,medium,63,18,2015,1,44471.98766410527
4796,2010,162,437,high,48,7,2017,0,39272.36958312388
4797,2011,162,437,high,49,8,2017,0,34901.25648935515
4798,2012,162,437,high,50,9,2017,0,35199.2850854316
4799,2013,162,437,high,51,10,2017,0,41278.36098940313
4800,2014,162,437,high,52,11,2017,0,41314.04054427071
4801,2015,162,437,high,53,12,2017,0,40685.20926985193
4802,2016,162,437,high,54,13,2017,0,38509.10299048985
4803,2017,162,437,high,55,14,2017,1,45384.17811865185
4804,2018,162,437,high,56,15,2017,1,46774.50650462699
4805,2019,162,437,high,57,16,2017,1,44608.21206285177
4806,2020,162,437,high,58,17,2017,1,46821.94268395354
4807,2010,185,438,medium,44,5,2018,0,35004.66067635336
4808,2011,185,438,medium,45,6,2018,0,37054.61072857843
4809,2012,185,438,medium,46,7,2018,0,33861.1304946829
4810,2013,185,438,medium,47,8,2018,0,36712.976708632195
4811,2014,185,438,medium,48,9,2018,0,31871.879858825065
4812,2015,185,438,medium,49,10,2018,0,37518.902482227226
4813,2016,185,438,medium,50,11,2018,0,35092.10317054504
4814,2017,185,438,medium,51,12,2018,0,37814.69123341594
4815,2018,185,438,medium,52,13,2018,1,42204.49516352058
4816,2019,185,438,medium,53,14,2018,1,45840.82801956767
4817,2020,185,438,medium,54,15,2018,1,41951.128703320166
4818,2010,150,439,medium,29,1,2013,0,29655.212595123663
4819,2011,150,439,medium,30,2,2013,0,28340.985073406933
4820,2012,150,439,medium,31,3,2013,0,29083.38904398067
4821,2013,150,439,medium,32,4,2013,1,34532.29221368158
4822,2014,150,439,medium,33,5,2013,1,33708.65379101178
4823,2015,150,439,medium,34,6,2013,1,35871.802068186655
4824,2016,150,439,medium,35,7,2013,1,36274.70355575636
4825,2017,150,439,medium,36,8,2013,1,37382.480496813456
4826,2018,150,439,medium,37,9,2013,1,37569.010291385726
4827,2019,150,439,medium,38,10,2013,1,39495.98909922447
4828,2020,150,439,medium,39,11,2013,1,40247.01723209474
4829,2010,124,440,high,28,5,2014,0,29798.753356344398
4830,2011,124,440,high,29,6,2014,0,34137.54500118154
4831,2012,124,440,high,30,7,2014,0,30527.32714578029
4832,2013,124,440,high,31,8,2014,0,34575.71177627547
4833,2014,124,440,high,32,9,2014,1,40139.47756940574
4834,2015,124,440,high,33,10,2014,1,35577.36621667499
4835,2016,124,440,high,34,11,2014,1,40085.95849305882
4836,2017,124,440,high,35,12,2014,1,39463.007773279365
4837,2018,124,440,high,36,13,2014,1,39382.46948412925
4838,2019,124,440,high,37,14,2014,1,44101.70466139801
4839,2020,124,440,high,38,15,2014,1,40592.641718725165
4840,2010,157,441,low,52,2,2012,0,31887.2461417639
4841,2011,157,441,low,53,3,2012,0,34151.38988001019
4842,2012,157,441,low,54,4,2012,1,40871.179492596835
4843,2013,157,441,low,55,5,2012,1,39716.702827979745
4844,2014,157,441,low,56,6,2012,1,42832.7410913385
4845,2015,157,441,low,57,7,2012,1,42061.95132392818
4846,2016,157,441,low,58,8,2012,1,37143.577360537136
4847,2017,157,441,low,59,9,2012,1,40941.06607298598
4848,2018,157,441,low,60,10,2012,1,41376.3158012966
4849,2019,157,441,low,61,11,2012,1,43958.721906858846
4850,2020,157,441,low,62,12,2012,1,38250.36588725178
4851,2010,162,442,low,36,5,2016,0,34398.01941743545
4852,2011,162,442,low,37,6,2016,0,30862.05218978842
4853,2012,162,442,low,38,7,2016,0,30597.75360783538
4854,2013,162,442,low,39,8,2016,0,33163.135432838295
4855,2014,162,442,low,40,9,2016,0,35987.30810562525
4856,2015,162,442,low,41,10,2016,0,33541.493289176804
4857,2016,162,442,low,42,11,2016,1,39197.62619294324
4858,2017,162,442,low,43,12,2016,1,38061.38004892877
4859,2018,162,442,low,44,13,2016,1,38016.9484932661
4860,2019,162,442,low,45,14,2016,1,37848.4091119902
4861,2020,162,442,low,46,15,2016,1,37647.77601657092
4862,2010,161,443,medium,54,5,2016,0,35325.97180060101
4863,2011,161,443,medium,55,6,2016,0,34498.88807131403
4864,2012,161,443,medium,56,7,2016,0,37548.257098629954
4865,2013,161,443,medium,57,8,2016,0,34830.664845547224
4866,2014,161,443,medium,58,9,2016,0,39081.83304828742
4867,2015,161,443,medium,59,10,2016,0,39127.338783915315
4868,2016,161,443,medium,60,11,2016,1,44993.87059677338
4869,2017,161,443,medium,61,12,2016,1,44155.736859960016
4870,2018,161,443,medium,62,13,2016,1,51853.72074036101
4871,2019,161,443,medium,63,14,2016,1,48920.23180036063
4872,2020,161,443,medium,64,15,2016,1,44210.91499983055
4873,2010,121,444,high,44,2,2015,0,36565.736174853795
4874,2011,121,444,high,45,3,2015,0,35383.98771412535
4875,2012,121,444,high,46,4,2015,0,35071.04054658517
4876,2013,121,444,high,47,5,2015,0,34919.85585775213
4877,2014,121,444,high,48,6,2015,0,38964.43338151851
4878,2015,121,444,high,49,7,2015,1,42237.23952986085
4879,2016,121,444,high,50,8,2015,1,46035.65204805041
4880,2017,121,444,high,51,9,2015,1,46587.564429060876
4881,2018,121,444,high,52,10,2015,1,47847.8287704229
4882,2019,121,444,high,53,11,2015,1,43895.22646785179
4883,2020,121,444,high,54,12,2015,1,47050.73122138402
4884,2010,157,445,low,52,5,2013,0,35364.9084332846
4885,2011,157,445,low,53,6,2013,0,33651.64364979207
4886,2012,157,445,low,54,7,2013,0,33556.45608521425
4887,2013,157,445,low,55,8,2013,1,43819.04133155195
4888,2014,157,445,low,56,9,2013,1,41554.991751464106
4889,2015,157,445,low,57,10,2013,1,42871.935501423475
4890,2016,157,445,low,58,11,2013,1,40455.84797634414
4891,2017,157,445,low,59,12,2013,1,40161.431066955614
4892,2018,157,445,low,60,13,2013,1,41961.10045101578
4893,2019,157,445,low,61,14,2013,1,43351.95722522001
4894,2020,157,445,low,62,15,2013,1,41971.559986365304
4895,2010,157,446,low,48,4,2012,0,32680.310382699234
4896,2011,157,446,low,49,5,2012,0,29822.989623863
4897,2012,157,446,low,50,6,2012,1,36459.90515506025
4898,2013,157,446,low,51,7,2012,1,40541.82249655375
4899,2014,157,446,low,52,8,2012,1,40907.581040555786
4900,2015,157,446,low,53,9,2012,1,39416.246469226266
4901,2016,157,446,low,54,10,2012,1,38664.471381846095
4902,2017,157,446,low,55,11,2012,1,39145.19289694798
4903,2018,157,446,low,56,12,2012,1,40953.46350811737
4904,2019,157,446,low,57,13,2012,1,43489.036983290585
4905,2020,157,446,low,58,14,2012,1,44556.49138268865
4906,2010,185,447,low,42,1,2013,0,29306.936529036062
4907,2011,185,447,low,43,2,2013,0,28493.015148030434
4908,2012,185,447,low,44,3,2013,0,31835.687275732667
4909,2013,185,447,low,45,4,2013,1,35152.9300587483
4910,2014,185,447,low,46,5,2013,1,36263.494722277595
4911,2015,185,447,low,47,6,2013,1,40450.552180874074
4912,2016,185,447,low,48,7,2013,1,39954.23085713154
4913,2017,185,447,low,49,8,2013,1,39115.948624502904
4914,2018,185,447,low,50,9,2013,1,36756.16199777456
4915,2019,185,447,low,51,10,2013,1,40222.79313494132
4916,2020,185,447,low,52,11,2013,1,42425.314581575054
4917,2010,148,448,low,41,3,2012,0,29648.73266846893
4918,2011,148,448,low,42,4,2012,0,33602.228179973434
4919,2012,148,448,low,43,5,2012,1,38985.490579036414
4920,2013,148,448,low,44,6,2012,1,40227.465664286945
4921,2014,148,448,low,45,7,2012,1,38010.48625306271
4922,2015,148,448,low,46,8,2012,1,39074.783399612024
4923,2016,148,448,low,47,9,2012,1,41228.37457666218
4924,2017,148,448,low,48,10,2012,1,39794.78787413795
4925,2018,148,448,low,49,11,2012,1,38397.531784419574
4926,2019,148,448,low,50,12,2012,1,39002.91432694428
4927,2020,148,448,low,51,13,2012,1,40877.10990754748
4928,2010,151,449,low,43,1,2015,0,28018.877156107563
4929,2011,151,449,low,44,2,2015,0,30813.482169271614
4930,2012,151,449,low,45,3,2015,0,33793.09423646051
4931,2013,151,449,low,46,4,2015,0,27717.492297669436
4932,2014,151,449,low,47,5,2015,0,35668.96420358903
4933,2015,151,449,low,48,6,2015,1,40344.74843740632
4934,2016,151,449,low,49,7,2015,1,37680.470768339044
4935,2017,151,449,low,50,8,2015,1,40186.781655743616
4936,2018,151,449,low,51,9,2015,1,39606.29545381265
4937,2019,151,449,low,52,10,2015,1,42559.98073687737
4938,2020,151,449,low,53,11,2015,1,42565.36628553988
4939,2010,141,450,medium,33,5,2015,0,27599.85855363398
4940,2011,141,450,medium,34,6,2015,0,32074.524826928355
4941,2012,141,450,medium,35,7,2015,0,30988.744292713505
4942,2013,141,450,medium,36,8,2015,0,32065.6651410362
4943,2014,141,450,medium,37,9,2015,0,30943.65619806037
4944,2015,141,450,medium,38,10,2015,1,41396.27413824167
4945,2016,141,450,medium,39,11,2015,1,40480.123639805155
4946,2017,141,450,medium,40,12,2015,1,37420.457672054064
4947,2018,141,450,medium,41,13,2015,1,36730.77878617954
4948,2019,141,450,medium,42,14,2015,1,39128.6547380443
4949,2020,141,450,medium,43,15,2015,1,41269.00529218261
4950,2010,169,451,medium,28,4,2016,0,29180.411687892447
4951,2011,169,451,medium,29,5,2016,0,31706.265649536486
4952,2012,169,451,medium,30,6,2016,0,31279.839444361703
4953,2013,169,451,medium,31,7,2016,0,32139.13805150581
4954,2014,169,451,medium,32,8,2016,0,31353.710801220874
4955,2015,169,451,medium,33,9,2016,0,28421.40253957802
4956,2016,169,451,medium,34,10,2016,1,36308.6029377062
4957,2017,169,451,medium,35,11,2016,1,39320.17947981733
4958,2018,169,451,medium,36,12,2016,1,37596.95414295071
4959,2019,169,451,medium,37,13,2016,1,39206.180737247494
4960,2020,169,451,medium,38,14,2016,1,38062.503369507736
4961,2010,114,452,low,50,7,2013,0,31840.37630291631
4962,2011,114,452,low,51,8,2013,0,34153.311871907776
4963,2012,114,452,low,52,9,2013,0,35518.09488606531
4964,2013,114,452,low,53,10,2013,1,39088.624561077115
4965,2014,114,452,low,54,11,2013,1,40428.57751028666
4966,2015,114,452,low,55,12,2013,1,39521.07351602803
4967,2016,114,452,low,56,13,2013,1,44138.48983512819
4968,2017,114,452,low,57,14,2013,1,41811.08848482393
4969,2018,114,452,low,58,15,2013,1,45805.51109025237
4970,2019,114,452,low,59,16,2013,1,46457.49570108182
4971,2020,114,452,low,60,17,2013,1,43737.908070556514
4972,2010,153,453,medium,45,5,2017,0,31983.1025349053
4973,2011,153,453,medium,46,6,2017,0,30328.204244533325
4974,2012,153,453,medium,47,7,2017,0,32055.925853946417
4975,2013,153,453,medium,48,8,2017,0,32752.33035020268
4976,2014,153,453,medium,49,9,2017,0,38756.93925492301
4977,2015,153,453,medium,50,10,2017,0,36731.649174453894
4978,2016,153,453,medium,51,11,2017,0,37779.20904818398
4979,2017,153,453,medium,52,12,2017,1,38059.15798212975
4980,2018,153,453,medium,53,13,2017,1,40604.06714156548
4981,2019,153,453,medium,54,14,2017,1,45274.159552892575
4982,2020,153,453,medium,55,15,2017,1,44573.548224765174
4983,2010,159,454,low,26,4,2016,0,25805.589442628807
4984,2011,159,454,low,27,5,2016,0,27729.684717200245
4985,2012,159,454,low,28,6,2016,0,30371.59561227163
4986,2013,159,454,low,29,7,2016,0,27157.915072925898
4987,2014,159,454,low,30,8,2016,0,28238.73960531614
4988,2015,159,454,low,31,9,2016,0,28985.19383746261
4989,2016,159,454,low,32,10,2016,1,38884.21927054798
4990,2017,159,454,low,33,11,2016,1,30401.287471161948
4991,2018,159,454,low,34,12,2016,1,36466.446029577615
4992,2019,159,454,low,35,13,2016,1,35370.39550248187
4993,2020,159,454,low,36,14,2016,1,37233.54345236836
4994,2010,196,455,medium,28,2,2013,0,26985.25489201055
4995,2011,196,455,medium,29,3,2013,0,28702.0699382831
4996,2012,196,455,medium,30,4,2013,0,30722.82115893099
4997,2013,196,455,medium,31,5,2013,1,41025.82040208768
4998,2014,196,455,medium,32,6,2013,1,36916.07237880414
4999,2015,196,455,medium,33,7,2013,1,34103.86880393898
5000,2016,196,455,medium,34,8,2013,1,35452.48063595459
5001,2017,196,455,medium,35,9,2013,1,35893.17178323229
5002,2018,196,455,medium,36,10,2013,1,33708.71365473997
5003,2019,196,455,medium,37,11,2013,1,37139.819616597124
5004,2020,196,455,medium,38,12,2013,1,39765.65816364349
5005,2010,107,456,medium,26,4,2016,0,25551.53576184641
5006,2011,107,456,medium,27,5,2016,0,30696.965302101184
5007,2012,107,456,medium,28,6,2016,0,30075.549642168677
5008,2013,107,456,medium,29,7,2016,0,28131.533356057924
5009,2014,107,456,medium,30,8,2016,0,29816.940725324304
5010,2015,107,456,medium,31,9,2016,0,33796.64361528207
5011,2016,107,456,medium,32,10,2016,1,37567.09562701173
5012,2017,107,456,medium,33,11,2016,1,36617.56730979629
5013,2018,107,456,medium,34,12,2016,1,36624.63336607803
5014,2019,107,456,medium,35,13,2016,1,37753.21814090332
5015,2020,107,456,medium,36,14,2016,1,37076.47288411539
5016,2010,152,457,medium,39,2,2017,0,27390.500988561973
5017,2011,152,457,medium,40,3,2017,0,36184.35582106946
5018,2012,152,457,medium,41,4,2017,0,32910.6499983988
5019,2013,152,457,medium,42,5,2017,0,33896.294530245075
5020,2014,152,457,medium,43,6,2017,0,33484.184500246185
5021,2015,152,457,medium,44,7,2017,0,32629.766398550822
5022,2016,152,457,medium,45,8,2017,0,34228.15103810246
5023,2017,152,457,medium,46,9,2017,1,36901.21047561138
5024,2018,152,457,medium,47,10,2017,1,45154.17299610661
5025,2019,152,457,medium,48,11,2017,1,38630.97600315521
5026,2020,152,457,medium,49,12,2017,1,39536.067432305645
5027,2010,159,458,low,26,8,2014,0,26019.4815912272
5028,2011,159,458,low,27,9,2014,0,29976.151449704754
5029,2012,159,458,low,28,10,2014,0,27929.01799852531
5030,2013,159,458,low,29,11,2014,0,25927.728407939074
5031,2014,159,458,low,30,12,2014,1,36408.67672151468
5032,2015,159,458,low,31,13,2014,1,35862.00125357096
5033,2016,159,458,low,32,14,2014,1,35976.86991443291
5034,2017,159,458,low,33,15,2014,1,36831.46848234168
5035,2018,159,458,low,34,16,2014,1,40688.7238011649
5036,2019,159,458,low,35,17,2014,1,40770.189790072225
5037,2020,159,458,low,36,18,2014,1,35526.56931399341
5038,2010,104,459,medium,28,3,2014,0,31747.769985622304
5039,2011,104,459,medium,29,4,2014,0,29766.3363795178
5040,2012,104,459,medium,30,5,2014,0,30498.1916322755
5041,2013,104,459,medium,31,6,2014,0,26615.458336713342
5042,2014,104,459,medium,32,7,2014,1,35159.228469223606
5043,2015,104,459,medium,33,8,2014,1,34374.35281932687
5044,2016,104,459,medium,34,9,2014,1,38156.11762978662
5045,2017,104,459,medium,35,10,2014,1,39142.16100080561
5046,2018,104,459,medium,36,11,2014,1,33351.027297967375
5047,2019,104,459,medium,37,12,2014,1,37955.930271991456
5048,2020,104,459,medium,38,13,2014,1,40743.7230095885
5049,2010,167,460,low,30,9,2014,0,27926.64207537311
5050,2011,167,460,low,31,10,2014,0,30258.12729000473
5051,2012,167,460,low,32,11,2014,0,30002.33093525417
5052,2013,167,460,low,33,12,2014,0,30483.320463905253
5053,2014,167,460,low,34,13,2014,1,34757.370043863404
5054,2015,167,460,low,35,14,2014,1,33366.83839172858
5055,2016,167,460,low,36,15,2014,1,34056.93970514995
5056,2017,167,460,low,37,16,2014,1,38218.705028910634
5057,2018,167,460,low,38,17,2014,1,37338.916511037765
5058,2019,167,460,low,39,18,2014,1,37522.97551078555
5059,2020,167,460,low,40,19,2014,1,37452.219915355294
5060,2010,105,461,high,31,4,2014,0,31989.622309038496
5061,2011,105,461,high,32,5,2014,0,35193.82358897628
5062,2012,105,461,high,33,6,2014,0,32929.51183626395
5063,2013,105,461,high,34,7,2014,0,31417.870573396864
5064,2014,105,461,high,35,8,2014,1,41087.303551080346
5065,2015,105,461,high,36,9,2014,1,39690.246672270565
5066,2016,105,461,high,37,10,2014,1,40662.791731065554
5067,2017,105,461,high,38,11,2014,1,44315.15661279902
5068,2018,105,461,high,39,12,2014,1,41558.87888529899
5069,2019,105,461,high,40,13,2014,1,42678.36734623745
5070,2020,105,461,high,41,14,2014,1,40242.15301740335
5071,2010,195,462,medium,34,6,2018,0,30460.66109529808
5072,2011,195,462,medium,35,7,2018,0,32619.0520904172
5073,2012,195,462,medium,36,8,2018,0,28789.252532317514
5074,2013,195,462,medium,37,9,2018,0,32801.69018623142
5075,2014,195,462,medium,38,10,2018,0,33101.58214528961
5076,2015,195,462,medium,39,11,2018,0,33482.57491117488
5077,2016,195,462,medium,40,12,2018,0,35974.317797316486
5078,2017,195,462,medium,41,13,2018,0,35068.87702969704
5079,2018,195,462,medium,42,14,2018,1,42856.14379671289
5080,2019,195,462,medium,43,15,2018,1,38412.820968811924
5081,2020,195,462,medium,44,16,2018,1,41171.8491344367
5082,2010,193,463,medium,43,5,2012,0,33568.9335727799
5083,2011,193,463,medium,44,6,2012,0,31761.491012489838
5084,2012,193,463,medium,45,7,2012,1,41312.59000418269
5085,2013,193,463,medium,46,8,2012,1,44549.34661170564
5086,2014,193,463,medium,47,9,2012,1,40365.98785103234
5087,2015,193,463,medium,48,10,2012,1,41910.04217654753
5088,2016,193,463,medium,49,11,2012,1,41569.03695163065
5089,2017,193,463,medium,50,12,2012,1,40472.830660185646
5090,2018,193,463,medium,51,13,2012,1,38758.47944439597
5091,2019,193,463,medium,52,14,2012,1,41488.453033809266
5092,2020,193,463,medium,53,15,2012,1,40616.08323809654
5093,2010,146,464,low,43,1,2018,0,34008.204156118234
5094,2011,146,464,low,44,2,2018,0,30869.78061215352
5095,2012,146,464,low,45,3,2018,0,30908.16134190566
5096,2013,146,464,low,46,4,2018,0,33878.30764957561
5097,2014,146,464,low,47,5,2018,0,30356.497794288225
5098,2015,146,464,low,48,6,2018,0,31566.271923990895
5099,2016,146,464,low,49,7,2018,0,33736.14453849724
5100,2017,146,464,low,50,8,2018,0,36157.53798284696
5101,2018,146,464,low,51,9,2018,1,40603.37009033758
5102,2019,146,464,low,52,10,2018,1,40596.65028503176
5103,2020,146,464,low,53,11,2018,1,40756.235470472035
5104,2010,198,465,high,50,9,2018,0,40100.47171105355
5105,2011,198,465,high,51,10,2018,0,40203.30581025851
5106,2012,198,465,high,52,11,2018,0,38240.055450446125
